"","Ch1","Ch2","Ch3","Ch4","No"
"16804",0.034,0.848,0.062,0.056,16804
"16805",0.094,0.046,0.762,0.098,16805
"16806",0.164,0.05,0.066,0.72,16806
"16807",0.142,0.054,0.716,0.088,16807
"16808",0.59,0.096,0.098,0.216,16808
"16809",0.048,0.686,0.19,0.076,16809
"16810",0.188,0.218,0.168,0.426,16810
"16811",0.738,0.11,0.034,0.118,16811
"16812",0.232,0.052,0.638,0.078,16812
"16813",0.828,0.042,0.05,0.08,16813
"16814",0.068,0.098,0.144,0.69,16814
"16815",0.672,0.19,0.084,0.054,16815
"16816",0.062,0.076,0.12,0.742,16816
"16817",0.106,0.154,0.044,0.696,16817
"16818",0.056,0.204,0.064,0.676,16818
"16819",0.312,0.136,0.23,0.322,16819
"16820",0.188,0.054,0.688,0.07,16820
"16821",0.204,0.132,0.28,0.384,16821
"16822",0.2,0.492,0.112,0.196,16822
"16823",0.14,0.674,0.072,0.114,16823
"16824",0.116,0.074,0.664,0.146,16824
"16825",0.676,0.07,0.108,0.146,16825
"16826",0.684,0.104,0.078,0.134,16826
"16827",0.08,0.1,0.684,0.136,16827
"16828",0.068,0.692,0.182,0.058,16828
"16829",0.04,0.256,0.642,0.062,16829
"16830",0.058,0.67,0.146,0.126,16830
"16831",0.71,0.074,0.174,0.042,16831
"16832",0.504,0.11,0.206,0.18,16832
"16833",0.106,0.086,0.682,0.126,16833
"16834",0.542,0.132,0.156,0.17,16834
"16835",0.058,0.174,0.678,0.09,16835
"16836",0.174,0.048,0.024,0.754,16836
"16837",0.082,0.04,0.716,0.162,16837
"16838",0.778,0.112,0.032,0.078,16838
"16839",0.684,0.096,0.06,0.16,16839
"16840",0.04,0.754,0.038,0.168,16840
"16841",0.098,0.096,0.724,0.082,16841
"16842",0.026,0.726,0.108,0.14,16842
"16843",0.052,0.066,0.728,0.154,16843
"16844",0.286,0.182,0.064,0.468,16844
"16845",0.722,0.042,0.16,0.076,16845
"16846",0.178,0.178,0.364,0.28,16846
"16847",0.906,0.014,0.024,0.056,16847
"16848",0.076,0.532,0.156,0.236,16848
"16849",0.124,0.218,0.104,0.554,16849
"16850",0.104,0.682,0.03,0.184,16850
"16851",0.68,0.08,0.096,0.144,16851
"16852",0.228,0.056,0.618,0.098,16852
"16853",0.098,0.098,0.026,0.778,16853
"16854",0.106,0.706,0.054,0.134,16854
"16855",0.162,0.674,0.06,0.104,16855
"16856",0.032,0.026,0.214,0.728,16856
"16857",0.082,0.046,0.036,0.836,16857
"16858",0.75,0.09,0.032,0.128,16858
"16859",0.04,0.054,0.75,0.156,16859
"16860",0.03,0.036,0.814,0.12,16860
"16861",0.264,0.02,0.66,0.056,16861
"16862",0.092,0.044,0.04,0.824,16862
"16863",0.83,0.088,0.042,0.04,16863
"16864",0.028,0.872,0.072,0.028,16864
"16865",0.046,0.048,0.114,0.792,16865
"16866",0.036,0.9,0.022,0.042,16866
"16867",0.19,0.088,0.04,0.682,16867
"16868",0.032,0.08,0.058,0.83,16868
"16869",0.826,0.038,0.038,0.098,16869
"16870",0.114,0.04,0.044,0.802,16870
"16871",0.094,0.106,0.17,0.63,16871
"16872",0.096,0.04,0.812,0.052,16872
"16873",0.086,0.776,0.052,0.086,16873
"16874",0.704,0.116,0.116,0.064,16874
"16875",0.764,0.026,0.118,0.092,16875
"16876",0.726,0.148,0.064,0.062,16876
"16877",0.074,0.054,0.818,0.054,16877
"16878",0.116,0.196,0.328,0.36,16878
"16879",0.23,0.15,0.188,0.432,16879
"16880",0.858,0.04,0.032,0.07,16880
"16881",0.052,0.022,0.804,0.122,16881
"16882",0.262,0.57,0.068,0.1,16882
"16883",0.12,0.368,0.28,0.232,16883
"16884",0.022,0.818,0.13,0.03,16884
"16885",0.046,0.79,0.026,0.138,16885
"16886",0.058,0.19,0.72,0.032,16886
"16887",0.032,0.026,0.892,0.05,16887
"16888",0.08,0.51,0.174,0.236,16888
"16889",0.082,0.092,0.784,0.042,16889
"16890",0.08,0.09,0.782,0.048,16890
"16891",0.702,0.098,0.028,0.172,16891
"16892",0.112,0.044,0.78,0.064,16892
"16893",0.022,0.15,0.75,0.078,16893
"16894",0.048,0.05,0.768,0.134,16894
"16895",0.054,0.056,0.722,0.168,16895
"16896",0.084,0.684,0.052,0.18,16896
"16897",0.156,0.744,0.042,0.058,16897
"16898",0.09,0.036,0.692,0.182,16898
"16899",0.04,0.052,0.838,0.07,16899
"16900",0.034,0.08,0.738,0.148,16900
"16901",0.046,0.114,0.666,0.174,16901
"16902",0.742,0.06,0.048,0.15,16902
"16903",0.05,0.818,0.046,0.086,16903
"16904",0.14,0.316,0.128,0.416,16904
"16905",0.056,0.056,0.846,0.042,16905
"16906",0.064,0.71,0.054,0.172,16906
"16907",0.088,0.116,0.492,0.304,16907
"16908",0.042,0.048,0.094,0.816,16908
"16909",0.12,0.054,0.738,0.088,16909
"16910",0.036,0.06,0.106,0.798,16910
"16911",0.028,0.186,0.014,0.772,16911
"16912",0.02,0.26,0.65,0.07,16912
"16913",0.04,0.138,0.02,0.802,16913
"16914",0.456,0.188,0.09,0.266,16914
"16915",0.818,0.02,0.13,0.032,16915
"16916",0.09,0.026,0.196,0.688,16916
"16917",0.078,0.02,0.202,0.7,16917
"16918",0.75,0.098,0.112,0.04,16918
"16919",0.024,0.028,0.88,0.068,16919
"16920",0.774,0.064,0.032,0.13,16920
"16921",0.208,0.022,0.036,0.734,16921
"16922",0.166,0.116,0.054,0.664,16922
"16923",0.142,0.078,0.754,0.026,16923
"16924",0.178,0.31,0.072,0.44,16924
"16925",0.016,0.096,0.15,0.738,16925
"16926",0.022,0.01,0.904,0.064,16926
"16927",0.012,0.942,0.022,0.024,16927
"16928",0.036,0.142,0.79,0.032,16928
"16929",0.786,0.118,0.026,0.07,16929
"16930",0.166,0.692,0.048,0.094,16930
"16931",0.046,0.716,0.172,0.066,16931
"16932",0.122,0.668,0.072,0.138,16932
"16933",0.164,0.65,0.028,0.158,16933
"16934",0.382,0.086,0.328,0.204,16934
"16935",0.07,0.092,0.662,0.176,16935
"16936",0.072,0.108,0.75,0.07,16936
"16937",0.114,0.666,0.054,0.166,16937
"16938",0.314,0.196,0.14,0.35,16938
"16939",0.078,0.742,0.118,0.062,16939
"16940",0.112,0.27,0.228,0.39,16940
"16941",0.066,0.042,0.832,0.06,16941
"16942",0.066,0.766,0.042,0.126,16942
"16943",0.07,0.072,0.72,0.138,16943
"16944",0.048,0.678,0.124,0.15,16944
"16945",0.03,0.052,0.786,0.132,16945
"16946",0.236,0.1,0.318,0.346,16946
"16947",0.098,0.194,0.536,0.172,16947
"16948",0.034,0.676,0.132,0.158,16948
"16949",0.148,0.688,0.038,0.126,16949
"16950",0.14,0.118,0.326,0.416,16950
"16951",0.058,0.08,0.694,0.168,16951
"16952",0.064,0.104,0.026,0.806,16952
"16953",0.05,0.062,0.666,0.222,16953
"16954",0.054,0.706,0.046,0.194,16954
"16955",0.032,0.77,0.062,0.136,16955
"16956",0.03,0.068,0.688,0.214,16956
"16957",0.71,0.092,0.13,0.068,16957
"16958",0.028,0.726,0.066,0.18,16958
"16959",0.106,0.674,0.022,0.198,16959
"16960",0.058,0.042,0.08,0.82,16960
"16961",0.868,0.024,0.036,0.072,16961
"16962",0.016,0.074,0.852,0.058,16962
"16963",0.042,0.04,0.07,0.848,16963
"16964",0.672,0.07,0.204,0.054,16964
"16965",0.026,0.118,0.046,0.81,16965
"16966",0.152,0.086,0.27,0.492,16966
"16967",0.19,0.196,0.07,0.544,16967
"16968",0.18,0.022,0.046,0.752,16968
"16969",0.388,0.138,0.16,0.314,16969
"16970",0.056,0.044,0.806,0.094,16970
"16971",0.052,0.842,0.02,0.086,16971
"16972",0.03,0.078,0.808,0.084,16972
"16973",0.022,0.138,0.062,0.778,16973
"16974",0.032,0.076,0.7,0.192,16974
"16975",0.714,0.052,0.076,0.158,16975
"16976",0.028,0.142,0.688,0.142,16976
"16977",0.088,0.036,0.78,0.096,16977
"16978",0.042,0.902,0.026,0.03,16978
"16979",0.114,0.282,0.134,0.47,16979
"16980",0.034,0.844,0.052,0.07,16980
"16981",0.708,0.032,0.078,0.182,16981
"16982",0.056,0.04,0.836,0.068,16982
"16983",0.078,0.064,0.024,0.834,16983
"16984",0.132,0.12,0.616,0.132,16984
"16985",0.3,0.128,0.182,0.39,16985
"16986",0.086,0.842,0.044,0.028,16986
"16987",0.806,0.062,0.064,0.068,16987
"16988",0.15,0.198,0.434,0.218,16988
"16989",0.824,0.054,0.026,0.096,16989
"16990",0.938,0.026,0.028,0.008,16990
"16991",0.022,0.018,0.914,0.046,16991
"16992",0.022,0.22,0.034,0.724,16992
"16993",0.624,0.094,0.048,0.234,16993
"16994",0.898,0.04,0.032,0.03,16994
"16995",0.912,0.034,0.044,0.01,16995
"16996",0.022,0.03,0.898,0.05,16996
"16997",0.054,0.04,0.044,0.862,16997
"16998",0.738,0.03,0.058,0.174,16998
"16999",0.036,0.908,0.028,0.028,16999
"17000",0.046,0.834,0.03,0.09,17000
"17001",0.674,0.032,0.044,0.25,17001
"17002",0.048,0.03,0.128,0.794,17002
"17003",0.02,0.014,0.8,0.166,17003
"17004",0.036,0.014,0.846,0.104,17004
"17005",0.668,0.036,0.264,0.032,17005
"17006",0.454,0.124,0.09,0.332,17006
"17007",0.434,0.3,0.078,0.188,17007
"17008",0.694,0.068,0.052,0.186,17008
"17009",0.04,0.15,0.166,0.644,17009
"17010",0.196,0.066,0.038,0.7,17010
"17011",0.7,0.06,0.056,0.184,17011
"17012",0.036,0.04,0.826,0.098,17012
"17013",0.036,0.196,0.686,0.082,17013
"17014",0.118,0.586,0.13,0.166,17014
"17015",0.044,0.106,0.044,0.806,17015
"17016",0.14,0.08,0.038,0.742,17016
"17017",0.072,0.8,0.052,0.076,17017
"17018",0.04,0.102,0.042,0.816,17018
"17019",0.038,0.166,0.056,0.74,17019
"17020",0.164,0.038,0.054,0.744,17020
"17021",0.076,0.036,0.07,0.818,17021
"17022",0.044,0.186,0.042,0.728,17022
"17023",0.058,0.662,0.168,0.112,17023
"17024",0.034,0.066,0.106,0.794,17024
"17025",0.048,0.076,0.076,0.8,17025
"17026",0.062,0.052,0.082,0.804,17026
"17027",0.846,0.058,0.038,0.058,17027
"17028",0.052,0.7,0.032,0.216,17028
"17029",0.028,0.08,0.122,0.77,17029
"17030",0.038,0.058,0.75,0.154,17030
"17031",0.07,0.04,0.148,0.742,17031
"17032",0.664,0.226,0.036,0.074,17032
"17033",0.056,0.044,0.082,0.818,17033
"17034",0.124,0.042,0.05,0.784,17034
"17035",0.036,0.07,0.038,0.856,17035
"17036",0.04,0.062,0.138,0.76,17036
"17037",0.046,0.664,0.226,0.064,17037
"17038",0.1,0.108,0.032,0.76,17038
"17039",0.078,0.11,0.058,0.754,17039
"17040",0.054,0.814,0.044,0.088,17040
"17041",0.046,0.086,0.218,0.65,17041
"17042",0.714,0.078,0.04,0.168,17042
"17043",0.03,0.056,0.788,0.126,17043
"17044",0.088,0.05,0.112,0.75,17044
"17045",0.272,0.03,0.018,0.68,17045
"17046",0.026,0.748,0.06,0.166,17046
"17047",0.848,0.088,0.05,0.014,17047
"17048",0.072,0.668,0.114,0.146,17048
"17049",0.094,0.066,0.028,0.812,17049
"17050",0.902,0.034,0.028,0.036,17050
"17051",0.024,0.086,0.032,0.858,17051
"17052",0.122,0.806,0.044,0.028,17052
"17053",0.05,0.046,0.028,0.876,17053
"17054",0.804,0.058,0.068,0.07,17054
"17055",0.028,0.066,0.042,0.864,17055
"17056",0.058,0.034,0.05,0.858,17056
"17057",0.066,0.176,0.128,0.63,17057
"17058",0.056,0.084,0.03,0.83,17058
"17059",0.034,0.104,0.012,0.85,17059
"17060",0.068,0.048,0.036,0.848,17060
"17061",0.034,0.036,0.122,0.808,17061
"17062",0.036,0.046,0.256,0.662,17062
"17063",0.018,0.186,0.056,0.74,17063
"17064",0.108,0.68,0.046,0.166,17064
"17065",0.354,0.17,0.098,0.378,17065
"17066",0.086,0.67,0.112,0.132,17066
"17067",0.226,0.074,0.32,0.38,17067
"17068",0.186,0.03,0.642,0.142,17068
"17069",0.802,0.022,0.034,0.142,17069
"17070",0.48,0.144,0.092,0.284,17070
"17071",0.68,0.138,0.038,0.144,17071
"17072",0.026,0.026,0.832,0.116,17072
"17073",0.07,0.026,0.75,0.154,17073
"17074",0.06,0.746,0.022,0.172,17074
"17075",0.036,0.026,0.912,0.026,17075
"17076",0.032,0.014,0.772,0.182,17076
"17077",0.056,0.8,0.034,0.11,17077
"17078",0.032,0.024,0.814,0.13,17078
"17079",0.048,0.808,0.032,0.112,17079
"17080",0.484,0.1,0.078,0.338,17080
"17081",0.032,0.926,0.024,0.018,17081
"17082",0.064,0.742,0.134,0.06,17082
"17083",0.694,0.028,0.22,0.058,17083
"17084",0.2,0.072,0.674,0.054,17084
"17085",0.23,0.674,0.04,0.056,17085
"17086",0.686,0.034,0.17,0.11,17086
"17087",0.23,0.12,0.514,0.136,17087
"17088",0.76,0.05,0.046,0.144,17088
"17089",0.098,0.798,0.074,0.03,17089
"17090",0.124,0.354,0.242,0.28,17090
"17091",0.064,0.798,0.032,0.106,17091
"17092",0.026,0.892,0.04,0.042,17092
"17093",0.688,0.05,0.108,0.154,17093
"17094",0.146,0.076,0.698,0.08,17094
"17095",0.688,0.06,0.06,0.192,17095
"17096",0.76,0.122,0.03,0.088,17096
"17097",0.204,0.036,0.054,0.706,17097
"17098",0.696,0.234,0.036,0.034,17098
"17099",0.088,0.69,0.048,0.174,17099
"17100",0.838,0.044,0.04,0.078,17100
"17101",0.054,0.09,0.718,0.138,17101
"17102",0.026,0.724,0.13,0.12,17102
"17103",0.69,0.12,0.112,0.078,17103
"17104",0.12,0.172,0.032,0.676,17104
"17105",0.088,0.384,0.318,0.21,17105
"17106",0.386,0.202,0.222,0.19,17106
"17107",0.75,0.088,0.012,0.15,17107
"17108",0.436,0.202,0.2,0.162,17108
"17109",0.768,0.044,0.126,0.062,17109
"17110",0.542,0.196,0.092,0.17,17110
"17111",0.042,0.178,0.026,0.754,17111
"17112",0.066,0.822,0.026,0.086,17112
"17113",0.702,0.126,0.048,0.124,17113
"17114",0.07,0.724,0.104,0.102,17114
"17115",0.07,0.406,0.058,0.466,17115
"17116",0.046,0.818,0.096,0.04,17116
"17117",0.05,0.044,0.078,0.828,17117
"17118",0.838,0.074,0.026,0.062,17118
"17119",0.086,0.236,0.536,0.142,17119
"17120",0.036,0.79,0.042,0.132,17120
"17121",0.036,0.054,0.738,0.172,17121
"17122",0.036,0.844,0.032,0.088,17122
"17123",0.012,0.044,0.91,0.034,17123
"17124",0.126,0.058,0.086,0.73,17124
"17125",0.83,0.054,0.064,0.052,17125
"17126",0.092,0.19,0.618,0.1,17126
"17127",0.038,0.05,0.816,0.096,17127
"17128",0.064,0.154,0.02,0.762,17128
"17129",0.042,0.058,0.102,0.798,17129
"17130",0.704,0.054,0.044,0.198,17130
"17131",0.074,0.034,0.072,0.82,17131
"17132",0.738,0.032,0.042,0.188,17132
"17133",0.018,0.03,0.306,0.646,17133
"17134",0.14,0.124,0.368,0.368,17134
"17135",0.04,0.18,0.034,0.746,17135
"17136",0.022,0.052,0.246,0.68,17136
"17137",0.098,0.1,0.456,0.346,17137
"17138",0.728,0.038,0.062,0.172,17138
"17139",0.05,0.708,0.184,0.058,17139
"17140",0.18,0.05,0.058,0.712,17140
"17141",0.074,0.166,0.056,0.704,17141
"17142",0.726,0.05,0.17,0.054,17142
"17143",0.052,0.068,0.122,0.758,17143
"17144",0.708,0.2,0.04,0.052,17144
"17145",0.042,0.218,0.078,0.662,17145
"17146",0.064,0.076,0.768,0.092,17146
"17147",0.076,0.102,0.058,0.764,17147
"17148",0.038,0.838,0.088,0.036,17148
"17149",0.45,0.208,0.138,0.204,17149
"17150",0.212,0.168,0.304,0.316,17150
"17151",0.186,0.064,0.04,0.71,17151
"17152",0.758,0.068,0.054,0.12,17152
"17153",0.058,0.098,0.064,0.78,17153
"17154",0.056,0.068,0.76,0.116,17154
"17155",0.034,0.768,0.054,0.144,17155
"17156",0.09,0.756,0.048,0.106,17156
"17157",0.788,0.048,0.056,0.108,17157
"17158",0.06,0.736,0.058,0.146,17158
"17159",0.126,0.112,0.706,0.056,17159
"17160",0.05,0.086,0.78,0.084,17160
"17161",0.034,0.814,0.036,0.116,17161
"17162",0.128,0.066,0.682,0.124,17162
"17163",0.026,0.832,0.058,0.084,17163
"17164",0.128,0.296,0.408,0.168,17164
"17165",0.084,0.186,0.032,0.698,17165
"17166",0.03,0.136,0.774,0.06,17166
"17167",0.038,0.22,0.03,0.712,17167
"17168",0.15,0.2,0.186,0.464,17168
"17169",0.044,0.834,0.068,0.054,17169
"17170",0.032,0.19,0.024,0.754,17170
"17171",0.066,0.072,0.07,0.792,17171
"17172",0.324,0.382,0.118,0.176,17172
"17173",0.15,0.078,0.036,0.736,17173
"17174",0.316,0.184,0.212,0.288,17174
"17175",0.088,0.408,0.31,0.194,17175
"17176",0.034,0.824,0.056,0.086,17176
"17177",0.754,0.04,0.156,0.05,17177
"17178",0.828,0.07,0.05,0.052,17178
"17179",0.12,0.048,0.054,0.778,17179
"17180",0.026,0.12,0.682,0.172,17180
"17181",0.254,0.062,0.642,0.042,17181
"17182",0.804,0.078,0.058,0.06,17182
"17183",0.038,0.066,0.112,0.784,17183
"17184",0.234,0.34,0.22,0.206,17184
"17185",0.106,0.766,0.104,0.024,17185
"17186",0.036,0.072,0.774,0.118,17186
"17187",0.842,0.014,0.032,0.112,17187
"17188",0.008,0.02,0.83,0.142,17188
"17189",0.022,0.918,0.014,0.046,17189
"17190",0.118,0.038,0.042,0.802,17190
"17191",0.022,0.93,0.03,0.018,17191
"17192",0.832,0.098,0.034,0.036,17192
"17193",0.144,0.026,0.044,0.786,17193
"17194",0.898,0.074,0.006,0.022,17194
"17195",0.076,0.754,0.03,0.14,17195
"17196",0.052,0.774,0.074,0.1,17196
"17197",0.06,0.07,0.09,0.78,17197
"17198",0.044,0.05,0.836,0.07,17198
"17199",0.752,0.068,0.052,0.128,17199
"17200",0.082,0.718,0.056,0.144,17200
"17201",0.038,0.04,0.78,0.142,17201
"17202",0.05,0.052,0.816,0.082,17202
"17203",0.05,0.054,0.762,0.134,17203
"17204",0.796,0.036,0.092,0.076,17204
"17205",0.07,0.084,0.716,0.13,17205
"17206",0.06,0.796,0.052,0.092,17206
"17207",0.076,0.044,0.756,0.124,17207
"17208",0.056,0.098,0.068,0.778,17208
"17209",0.042,0.044,0.756,0.158,17209
"17210",0.068,0.074,0.086,0.772,17210
"17211",0.076,0.718,0.118,0.088,17211
"17212",0.042,0.178,0.046,0.734,17212
"17213",0.116,0.762,0.058,0.064,17213
"17214",0.118,0.064,0.762,0.056,17214
"17215",0.09,0.026,0.048,0.836,17215
"17216",0.056,0.416,0.104,0.424,17216
"17217",0.29,0.106,0.09,0.514,17217
"17218",0.02,0.028,0.832,0.12,17218
"17219",0.726,0.098,0.03,0.146,17219
"17220",0.034,0.082,0.842,0.042,17220
"17221",0.054,0.07,0.666,0.21,17221
"17222",0.044,0.038,0.058,0.86,17222
"17223",0.296,0.092,0.202,0.41,17223
"17224",0.024,0.748,0.048,0.18,17224
"17225",0.036,0.718,0.042,0.204,17225
"17226",0.042,0.014,0.044,0.9,17226
"17227",0.038,0.818,0.036,0.108,17227
"17228",0.054,0.054,0.056,0.836,17228
"17229",0.026,0.782,0.146,0.046,17229
"17230",0.082,0.812,0.03,0.076,17230
"17231",0.478,0.084,0.212,0.226,17231
"17232",0.014,0.02,0.078,0.888,17232
"17233",0.02,0.04,0.878,0.062,17233
"17234",0.022,0.092,0.136,0.75,17234
"17235",0.046,0.788,0.04,0.126,17235
"17236",0.048,0.072,0.05,0.83,17236
"17237",0.062,0.108,0.034,0.796,17237
"17238",0.104,0.072,0.134,0.69,17238
"17239",0.026,0.174,0.074,0.726,17239
"17240",0.188,0.032,0.02,0.76,17240
"17241",0.142,0.09,0.184,0.584,17241
"17242",0.082,0.038,0.05,0.83,17242
"17243",0.046,0.048,0.116,0.79,17243
"17244",0.08,0.174,0.626,0.12,17244
"17245",0.226,0.046,0.02,0.708,17245
"17246",0.3,0.106,0.07,0.524,17246
"17247",0.112,0.048,0.098,0.742,17247
"17248",0.05,0.068,0.182,0.7,17248
"17249",0.072,0.22,0.026,0.682,17249
"17250",0.058,0.016,0.232,0.694,17250
"17251",0.028,0.068,0.036,0.868,17251
"17252",0.078,0.138,0.276,0.508,17252
"17253",0.178,0.702,0.038,0.082,17253
"17254",0.28,0.624,0.038,0.058,17254
"17255",0.258,0.052,0.654,0.036,17255
"17256",0.07,0.88,0.034,0.016,17256
"17257",0.08,0.122,0.274,0.524,17257
"17258",0.058,0.748,0.052,0.142,17258
"17259",0.028,0.898,0.034,0.04,17259
"17260",0.254,0.26,0.218,0.268,17260
"17261",0.88,0.032,0.028,0.06,17261
"17262",0.054,0.032,0.074,0.84,17262
"17263",0.032,0.804,0.042,0.122,17263
"17264",0.108,0.81,0.04,0.042,17264
"17265",0.042,0.88,0.036,0.042,17265
"17266",0.05,0.742,0.084,0.124,17266
"17267",0.046,0.806,0.04,0.108,17267
"17268",0.622,0.172,0.036,0.17,17268
"17269",0.036,0.09,0.048,0.826,17269
"17270",0.07,0.034,0.062,0.834,17270
"17271",0.076,0.04,0.046,0.838,17271
"17272",0.228,0.314,0.312,0.146,17272
"17273",0.174,0.49,0.11,0.226,17273
"17274",0.16,0.094,0.432,0.314,17274
"17275",0.282,0.398,0.078,0.242,17275
"17276",0.102,0.66,0.148,0.09,17276
"17277",0.096,0.702,0.132,0.07,17277
"17278",0.064,0.726,0.154,0.056,17278
"17279",0.45,0.198,0.128,0.224,17279
"17280",0.12,0.162,0.658,0.06,17280
"17281",0.362,0.17,0.17,0.298,17281
"17282",0.062,0.804,0.078,0.056,17282
"17283",0.098,0.114,0.658,0.13,17283
"17284",0.054,0.672,0.214,0.06,17284
"17285",0.2,0.7,0.054,0.046,17285
"17286",0.72,0.082,0.068,0.13,17286
"17287",0.712,0.142,0.06,0.086,17287
"17288",0.504,0.206,0.122,0.168,17288
"17289",0.398,0.152,0.254,0.196,17289
"17290",0.116,0.072,0.652,0.16,17290
"17291",0.782,0.062,0.064,0.092,17291
"17292",0.08,0.772,0.05,0.098,17292
"17293",0.158,0.256,0.188,0.398,17293
"17294",0.77,0.052,0.104,0.074,17294
"17295",0.122,0.072,0.052,0.754,17295
"17296",0.024,0.04,0.24,0.696,17296
"17297",0.036,0.044,0.21,0.71,17297
"17298",0.11,0.36,0.134,0.396,17298
"17299",0.824,0.04,0.052,0.084,17299
"17300",0.816,0.04,0.036,0.108,17300
"17301",0.028,0.06,0.838,0.074,17301
"17302",0.118,0.046,0.048,0.788,17302
"17303",0.03,0.176,0.07,0.724,17303
"17304",0.018,0.048,0.874,0.06,17304
"17305",0.056,0.144,0.056,0.744,17305
"17306",0.05,0.09,0.072,0.788,17306
"17307",0.21,0.04,0.05,0.7,17307
"17308",0.052,0.162,0.036,0.75,17308
"17309",0.028,0.026,0.84,0.106,17309
"17310",0.016,0.866,0.024,0.094,17310
"17311",0.016,0.038,0.906,0.04,17311
"17312",0.114,0.042,0.04,0.804,17312
"17313",0.064,0.048,0.03,0.858,17313
"17314",0.036,0.884,0.01,0.07,17314
"17315",0.84,0.028,0.026,0.106,17315
"17316",0.026,0.03,0.836,0.108,17316
"17317",0.07,0.294,0.492,0.144,17317
"17318",0.03,0.066,0.024,0.88,17318
"17319",0.028,0.042,0.814,0.116,17319
"17320",0.024,0.066,0.04,0.87,17320
"17321",0.088,0.034,0.034,0.844,17321
"17322",0.264,0.062,0.09,0.584,17322
"17323",0.024,0.03,0.048,0.898,17323
"17324",0.078,0.038,0.04,0.844,17324
"17325",0.024,0.126,0.03,0.82,17325
"17326",0.016,0.034,0.888,0.062,17326
"17327",0.064,0.048,0.028,0.86,17327
"17328",0.072,0.018,0.858,0.052,17328
"17329",0.054,0.156,0.092,0.698,17329
"17330",0.268,0.286,0.22,0.226,17330
"17331",0.12,0.106,0.68,0.094,17331
"17332",0.16,0.76,0.044,0.036,17332
"17333",0.118,0.09,0.124,0.668,17333
"17334",0.328,0.326,0.126,0.22,17334
"17335",0.11,0.722,0.046,0.122,17335
"17336",0.066,0.72,0.102,0.112,17336
"17337",0.288,0.184,0.162,0.366,17337
"17338",0.124,0.048,0.102,0.726,17338
"17339",0.13,0.698,0.084,0.088,17339
"17340",0.72,0.092,0.098,0.09,17340
"17341",0.684,0.028,0.22,0.068,17341
"17342",0.79,0.062,0.042,0.106,17342
"17343",0.31,0.186,0.274,0.23,17343
"17344",0.088,0.146,0.736,0.03,17344
"17345",0.05,0.094,0.104,0.752,17345
"17346",0.138,0.686,0.108,0.068,17346
"17347",0.65,0.128,0.102,0.12,17347
"17348",0.128,0.086,0.076,0.71,17348
"17349",0.694,0.126,0.062,0.118,17349
"17350",0.416,0.194,0.076,0.314,17350
"17351",0.292,0.144,0.224,0.34,17351
"17352",0.726,0.214,0.024,0.036,17352
"17353",0.098,0.29,0.522,0.09,17353
"17354",0.06,0.05,0.84,0.05,17354
"17355",0.024,0.162,0.068,0.746,17355
"17356",0.5,0.13,0.098,0.272,17356
"17357",0.09,0.474,0.318,0.118,17357
"17358",0.042,0.824,0.104,0.03,17358
"17359",0.172,0.046,0.044,0.738,17359
"17360",0.196,0.704,0.056,0.044,17360
"17361",0.154,0.422,0.144,0.28,17361
"17362",0.074,0.08,0.056,0.79,17362
"17363",0.708,0.056,0.176,0.06,17363
"17364",0.032,0.112,0.176,0.68,17364
"17365",0.746,0.096,0.112,0.046,17365
"17366",0.042,0.714,0.156,0.088,17366
"17367",0.156,0.69,0.024,0.13,17367
"17368",0.084,0.836,0.034,0.046,17368
"17369",0.052,0.854,0.038,0.056,17369
"17370",0.796,0.08,0.066,0.058,17370
"17371",0.048,0.064,0.67,0.218,17371
"17372",0.794,0.14,0.028,0.038,17372
"17373",0.678,0.09,0.072,0.16,17373
"17374",0.688,0.068,0.052,0.192,17374
"17375",0.074,0.744,0.048,0.134,17375
"17376",0.078,0.092,0.714,0.116,17376
"17377",0.216,0.04,0.686,0.058,17377
"17378",0.07,0.74,0.046,0.144,17378
"17379",0.512,0.242,0.076,0.17,17379
"17380",0.034,0.07,0.788,0.108,17380
"17381",0.028,0.772,0.034,0.166,17381
"17382",0.072,0.742,0.028,0.158,17382
"17383",0.078,0.128,0.228,0.566,17383
"17384",0.102,0.512,0.23,0.156,17384
"17385",0.144,0.194,0.194,0.468,17385
"17386",0.69,0.066,0.178,0.066,17386
"17387",0.756,0.104,0.086,0.054,17387
"17388",0.736,0.058,0.054,0.152,17388
"17389",0.148,0.698,0.058,0.096,17389
"17390",0.144,0.21,0.476,0.17,17390
"17391",0.046,0.098,0.774,0.082,17391
"17392",0.724,0.14,0.056,0.08,17392
"17393",0.308,0.196,0.108,0.388,17393
"17394",0.044,0.814,0.092,0.05,17394
"17395",0.06,0.75,0.142,0.048,17395
"17396",0.714,0.046,0.058,0.182,17396
"17397",0.748,0.028,0.056,0.168,17397
"17398",0.052,0.718,0.068,0.162,17398
"17399",0.782,0.056,0.06,0.102,17399
"17400",0.076,0.728,0.07,0.126,17400
"17401",0.146,0.18,0.29,0.384,17401
"17402",0.678,0.15,0.034,0.138,17402
"17403",0.452,0.14,0.204,0.204,17403
"17404",0.81,0.04,0.066,0.084,17404
"17405",0.064,0.204,0.67,0.062,17405
"17406",0.104,0.4,0.34,0.156,17406
"17407",0.646,0.1,0.166,0.088,17407
"17408",0.084,0.138,0.66,0.118,17408
"17409",0.704,0.086,0.136,0.074,17409
"17410",0.656,0.124,0.096,0.124,17410
